Player,Overs,Runs,Wickets,ER,MatchID,Team,Match,Date,Teams
Harbhajan Singh,4.0,0,26,0,145,Mumbai Indians,27,2010-03-30,Mumbai Indians v Punjab Kings
Kieron Pollard,2.0,0,20,0,145,Mumbai Indians,27,2010-03-30,Mumbai Indians v Punjab Kings
Dwayne Bravo,3.0,0,22,1,145,Mumbai Indians,27,2010-03-30,Mumbai Indians v Punjab Kings
Brett Lee,2.3,0,24,0,145,Kings XI Punjab,27,2010-03-30,Mumbai Indians v Punjab Kings
Shalabh Srivastava,4.0,0,27,1,145,Kings XI Punjab,27,2010-03-30,Mumbai Indians v Punjab Kings
Irfan Pathan,3.0,0,20,1,145,Kings XI Punjab,27,2010-03-30,Mumbai Indians v Punjab Kings
Vikramjeet Malik,2.0,0,21,0,145,Kings XI Punjab,27,2010-03-30,Mumbai Indians v Punjab Kings
Piyush Chawla,3.0,0,32,1,145,Kings XI Punjab,27,2010-03-30,Mumbai Indians v Punjab Kings
Karan Goel,1.0,0,7,0,145,Kings XI Punjab,27,2010-03-30,Mumbai Indians v Punjab Kings
Ravi Bopara,4.0,0,31,3,145,Kings XI Punjab,27,2010-03-30,Mumbai Indians v Punjab Kings
Thilan Thushara,4.0,0,30,1,146,Chennai Super Kings,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Manpreet Gony,3.0,0,39,0,146,Chennai Super Kings,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Albie Morkel,4.0,0,40,0,146,Chennai Super Kings,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Shadab Jakati,4.0,1,17,2,146,Chennai Super Kings,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Muttiah Muralitharan,4.0,0,21,0,146,Chennai Super Kings,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Chandrasehar Ganapathy,1.0,0,13,0,146,Chennai Super Kings,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Praveen Kumar,3.0,0,42,0,146,Royal Challengers Bengaluru,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Dale Steyn,4.0,0,20,1,146,Royal Challengers Bengaluru,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Anil Kumble,4.0,0,16,1,146,Royal Challengers Bengaluru,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Jacques Kallis,3.0,0,21,1,146,Royal Challengers Bengaluru,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Kevin Pietersen,2.0,0,26,1,146,Royal Challengers Bengaluru,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Vinay Kumar,2.5,0,31,1,146,Royal Challengers Bengaluru,28,2010-03-31,Chennai Super Kings v Royal Challengers Bengaluru
Yusuf Pathan,3.0,0,25,0,147,Delhi Daredevils,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Sumit Narwal,4.0,0,36,3,147,Delhi Daredevils,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Adam Voges,1.0,0,9,0,147,Delhi Daredevils,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Shaun Tait,4.0,0,53,1,147,Delhi Daredevils,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Shane Warne,4.0,0,26,1,147,Delhi Daredevils,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Siddharth Trivedi,4.0,0,35,0,147,Delhi Daredevils,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Farveez Maharoof,3.0,0,13,2,147,Rajasthan Royals,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Andrew McDonald,2.0,0,17,0,147,Rajasthan Royals,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Amit Mishra,4.0,0,25,3,147,Rajasthan Royals,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Umesh Yadav,3.0,0,21,0,147,Rajasthan Royals,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Sarabjit Ladda,4.0,0,37,1,147,Rajasthan Royals,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Paul Collingwood,1.0,0,6,1,147,Rajasthan Royals,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Virender Sehwag,0.4,0,2,1,147,Rajasthan Royals,29,2010-03-31,Delhi Capitals v Rajasthan Royals
Kemar Roach,4.0,0,48,0,148,Kolkata Knight Riders,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Jaskaran Singh,3.0,0,18,2,148,Kolkata Knight Riders,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Andrew Symonds,4.0,0,26,2,148,Kolkata Knight Riders,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Harmeet Singh,2.0,0,21,0,148,Kolkata Knight Riders,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Rohit Sharma,2.0,0,16,0,148,Kolkata Knight Riders,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Pragyan Ojha,4.0,0,38,2,148,Kolkata Knight Riders,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Yalaka Venugopal Rao,1.0,0,10,0,148,Kolkata Knight Riders,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Mohnish Parmar,3.0,0,33,0,148,Deccan Chargers,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Shane Bond,4.0,0,28,1,148,Deccan Chargers,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Ajit Agarkar,4.0,0,31,1,148,Deccan Chargers,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Murali Kartik,4.0,0,29,1,148,Deccan Chargers,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Angelo Mathews,4.0,0,25,1,148,Deccan Chargers,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Chris Gayle,1.0,0,9,1,148,Deccan Chargers,30,2010-04-01,Kolkata Knight Riders v Deccan Chargers
Praveen Kumar,4.0,0,37,0,149,Kings XI Punjab,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Vinay Kumar,3.0,0,24,1,149,Kings XI Punjab,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Dale Steyn,4.0,0,31,1,149,Kings XI Punjab,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Jacques Kallis,4.0,0,45,1,149,Kings XI Punjab,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Anil Kumble,4.0,0,33,1,149,Kings XI Punjab,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Kevin Pietersen,1.0,0,8,0,149,Kings XI Punjab,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Brett Lee,4.0,0,48,0,149,Royal Challengers Bengaluru,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Sreesanth,2.0,0,14,0,149,Royal Challengers Bengaluru,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Shalabh Srivastava,2.0,0,21,1,149,Royal Challengers Bengaluru,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Piyush Chawla,2.0,0,22,0,149,Royal Challengers Bengaluru,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Bipul Sharma,4.0,0,26,1,149,Royal Challengers Bengaluru,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Yuvraj Singh,2.0,0,14,0,149,Royal Challengers Bengaluru,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Irfan Pathan,3.1,0,36,1,149,Royal Challengers Bengaluru,31,2010-04-02,Punjab Kings v Royal Challengers Bengaluru
Yusuf Pathan,4.0,0,44,0,150,Chennai Super Kings,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Sumit Narwal,2.0,0,41,0,150,Chennai Super Kings,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Shaun Tait,4.0,0,44,0,150,Chennai Super Kings,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Shane Watson,4.0,0,47,2,150,Chennai Super Kings,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Shrikant Wagh,1.0,0,16,1,150,Chennai Super Kings,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Shane Warne,3.0,0,32,1,150,Chennai Super Kings,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Abhishek Jhunjhunwala,2.0,0,18,0,150,Chennai Super Kings,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Albie Morkel,4.0,0,56,2,150,Rajasthan Royals,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Doug Bollinger,4.0,0,15,2,150,Rajasthan Royals,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Sudeep Tyagi,4.0,0,45,0,150,Rajasthan Royals,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Muttiah Muralitharan,4.0,0,52,1,150,Rajasthan Royals,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Shadab Jakati,3.0,0,37,0,150,Rajasthan Royals,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Suresh Raina,1.0,0,8,0,150,Rajasthan Royals,32,2010-04-03,Chennai Super Kings v Rajasthan Royals
Rohit Sharma,3.0,0,26,0,151,Mumbai Indians,33,2010-04-03,Mumbai Indians v Deccan Chargers
Ryan Harris,4.0,0,40,1,151,Mumbai Indians,33,2010-04-03,Mumbai Indians v Deccan Chargers
Andrew Symonds,4.0,0,32,0,151,Mumbai Indians,33,2010-04-03,Mumbai Indians v Deccan Chargers
Jaskaran Singh,2.0,0,28,0,151,Mumbai Indians,33,2010-04-03,Mumbai Indians v Deccan Chargers
Pragyan Ojha,4.0,0,26,3,151,Mumbai Indians,33,2010-04-03,Mumbai Indians v Deccan Chargers
Rahul Sharma,3.0,0,24,1,151,Mumbai Indians,33,2010-04-03,Mumbai Indians v Deccan Chargers
Harbhajan Singh,3.0,1,16,2,151,Deccan Chargers,33,2010-04-03,Mumbai Indians v Deccan Chargers
Lasith Malinga,3.2,0,20,1,151,Deccan Chargers,33,2010-04-03,Mumbai Indians v Deccan Chargers
Zaheer Khan,2.0,0,10,2,151,Deccan Chargers,33,2010-04-03,Mumbai Indians v Deccan Chargers
Dwayne Bravo,2.0,0,12,0,151,Deccan Chargers,33,2010-04-03,Mumbai Indians v Deccan Chargers
Kieron Pollard,4.0,0,26,2,151,Deccan Chargers,33,2010-04-03,Mumbai Indians v Deccan Chargers
Ryan McLaren,4.0,0,28,2,151,Deccan Chargers,33,2010-04-03,Mumbai Indians v Deccan Chargers
Irfan Pathan,4.0,0,36,1,152,Kolkata Knight Riders,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Ramesh Powar,4.0,0,23,0,152,Kolkata Knight Riders,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Shalabh Srivastava,3.0,0,35,0,152,Kolkata Knight Riders,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Rusty Theron,4.0,0,36,1,152,Kolkata Knight Riders,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Ravi Bopara,3.0,0,43,1,152,Kolkata Knight Riders,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Piyush Chawla,2.0,0,26,0,152,Kolkata Knight Riders,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Shane Bond,4.0,0,32,1,152,Kings XI Punjab,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Jaydev Unadkat,2.2,0,32,0,152,Kings XI Punjab,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Murali Kartik,4.0,0,41,1,152,Kings XI Punjab,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Chris Gayle,1.0,0,16,0,152,Kings XI Punjab,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Angelo Mathews,3.0,0,32,0,152,Kings XI Punjab,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Ajit Agarkar,3.0,0,35,0,152,Kings XI Punjab,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
David Hussey,1.0,0,13,0,152,Kings XI Punjab,34,2010-04-04,Kolkata Knight Riders v Punjab Kings
Anil Kumble,4.0,0,33,1,153,Delhi Daredevils,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Vinay Kumar,4.0,0,35,0,153,Delhi Daredevils,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Abhimanyu Mithun,3.0,0,39,1,153,Delhi Daredevils,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Jacques Kallis,3.0,0,26,0,153,Delhi Daredevils,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Kevin Pietersen,1.0,0,3,0,153,Delhi Daredevils,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Kotarangada Appanna,4.0,0,24,1,153,Delhi Daredevils,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Cameron White,1.0,0,19,0,153,Delhi Daredevils,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Farveez Maharoof,4.0,0,28,1,153,Royal Challengers Bengaluru,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Amit Mishra,4.0,0,32,3,153,Royal Challengers Bengaluru,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Daniel Vettori,4.0,0,40,1,153,Royal Challengers Bengaluru,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Rajat Bhatia,4.0,0,24,1,153,Royal Challengers Bengaluru,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Pradeep Sangwan,4.0,0,22,3,153,Royal Challengers Bengaluru,35,2010-04-04,Delhi Capitals v Royal Challengers Bengaluru
Ryan Harris,4.0,0,34,2,154,Deccan Chargers,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Dwayne Smith,2.5,0,22,1,154,Deccan Chargers,36,2010-04-05,Deccan Chargers v Rajasthan Royals
R P Singh,4.0,0,17,3,154,Deccan Chargers,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Harmeet Singh,4.0,0,25,2,154,Deccan Chargers,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Andrew Symonds,2.0,0,18,0,154,Deccan Chargers,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Pragyan Ojha,3.0,0,37,1,154,Deccan Chargers,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Yusuf Pathan,2.0,0,3,0,154,Rajasthan Royals,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Shane Watson,3.0,0,40,0,154,Rajasthan Royals,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Aditya Dole,4.0,0,42,2,154,Rajasthan Royals,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Morne Morkel,4.0,0,32,0,154,Rajasthan Royals,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Siddharth Trivedi,2.5,0,16,3,154,Rajasthan Royals,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Shane Warne,4.0,0,21,4,154,Rajasthan Royals,36,2010-04-05,Deccan Chargers v Rajasthan Royals
Ryan McLaren,3.0,0,25,0,155,Chennai Super Kings,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Harbhajan Singh,4.0,0,23,1,155,Chennai Super Kings,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Lasith Malinga,4.0,0,36,0,155,Chennai Super Kings,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Abu Ahmed,2.0,0,26,0,155,Chennai Super Kings,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Dwayne Bravo,2.0,0,21,1,155,Chennai Super Kings,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Kieron Pollard,4.0,0,27,2,155,Chennai Super Kings,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Rajagopal Sathish,1.0,0,5,0,155,Chennai Super Kings,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Sudeep Tyagi,3.0,0,20,1,155,Mumbai Indians,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Doug Bollinger,4.0,0,39,1,155,Mumbai Indians,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Ravichandran Ashwin,4.0,0,22,2,155,Mumbai Indians,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Thilan Thushara,2.3,0,16,2,155,Mumbai Indians,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Shadab Jakati,4.0,0,27,1,155,Mumbai Indians,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Suresh Raina,2.3,0,12,1,155,Mumbai Indians,37,2010-04-06,Chennai Super Kings v Mumbai Indians
Aditya Dole,4.0,0,36,2,156,Rajasthan Royals,38,2010-04-07,Rajasthan Royals v Punjab Kings
Shane Watson,4.0,0,19,1,156,Rajasthan Royals,38,2010-04-07,Rajasthan Royals v Punjab Kings
Yusuf Pathan,4.0,0,26,0,156,Rajasthan Royals,38,2010-04-07,Rajasthan Royals v Punjab Kings
Siddharth Trivedi,4.0,0,22,2,156,Rajasthan Royals,38,2010-04-07,Rajasthan Royals v Punjab Kings
Shane Warne,3.0,0,42,0,156,Rajasthan Royals,38,2010-04-07,Rajasthan Royals v Punjab Kings
Faiz Fazal,1.0,0,6,0,156,Rajasthan Royals,38,2010-04-07,Rajasthan Royals v Punjab Kings
Sreesanth,3.0,0,40,0,156,Kings XI Punjab,38,2010-04-07,Rajasthan Royals v Punjab Kings
Ramesh Powar,2.0,0,18,0,156,Kings XI Punjab,38,2010-04-07,Rajasthan Royals v Punjab Kings
Rusty Theron,2.0,0,23,0,156,Kings XI Punjab,38,2010-04-07,Rajasthan Royals v Punjab Kings
Piyush Chawla,4.0,0,27,0,156,Kings XI Punjab,38,2010-04-07,Rajasthan Royals v Punjab Kings
Bipul Sharma,1.0,0,12,0,156,Kings XI Punjab,38,2010-04-07,Rajasthan Royals v Punjab Kings
Irfan Pathan,1.0,0,17,0,156,Kings XI Punjab,38,2010-04-07,Rajasthan Royals v Punjab Kings
Ravi Bopara,2.0,0,18,1,156,Kings XI Punjab,38,2010-04-07,Rajasthan Royals v Punjab Kings
Farveez Maharoof,3.0,0,30,0,157,Kolkata Knight Riders,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Daniel Vettori,4.0,0,30,1,157,Kolkata Knight Riders,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Pradeep Sangwan,3.0,0,30,0,157,Kolkata Knight Riders,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Amit Mishra,4.0,0,41,0,157,Kolkata Knight Riders,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Paul Collingwood,2.0,0,19,0,157,Kolkata Knight Riders,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Rajat Bhatia,4.0,0,30,1,157,Kolkata Knight Riders,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Ashok Dinda,4.0,0,21,2,157,Delhi Daredevils,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Ajit Agarkar,4.0,0,36,1,157,Delhi Daredevils,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Angelo Mathews,3.0,0,43,0,157,Delhi Daredevils,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Ajantha Mendis,4.0,0,22,2,157,Delhi Daredevils,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Sourav Ganguly,1.0,0,12,0,157,Delhi Daredevils,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Iqbal Abdulla,4.0,0,28,1,157,Delhi Daredevils,39,2010-04-07,Kolkata Knight Riders v Delhi Capitals
Ryan Harris,4.0,0,37,2,158,Royal Challengers Bengaluru,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Harmeet Singh,1.0,0,13,0,158,Royal Challengers Bengaluru,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
R P Singh,4.0,0,38,0,158,Royal Challengers Bengaluru,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Mitchell Marsh,4.0,0,37,1,158,Royal Challengers Bengaluru,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Pragyan Ojha,4.0,0,24,2,158,Royal Challengers Bengaluru,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Andrew Symonds,3.0,0,34,1,158,Royal Challengers Bengaluru,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Praveen Kumar,4.0,0,37,1,158,Deccan Chargers,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Anil Kumble,4.0,0,38,1,158,Deccan Chargers,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Dale Steyn,4.0,0,38,0,158,Deccan Chargers,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Jacques Kallis,4.0,0,32,0,158,Deccan Chargers,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Vinay Kumar,3.2,0,39,1,158,Deccan Chargers,40,2010-04-08,Royal Challengers Bengaluru v Deccan Chargers
Brett Lee,4.0,0,38,0,159,Kings XI Punjab,41,2010-04-09,Punjab Kings v Mumbai Indians
Irfan Pathan,4.0,0,29,3,159,Kings XI Punjab,41,2010-04-09,Punjab Kings v Mumbai Indians
Love Ablish,2.0,0,17,2,159,Kings XI Punjab,41,2010-04-09,Punjab Kings v Mumbai Indians
Piyush Chawla,4.0,0,24,3,159,Kings XI Punjab,41,2010-04-09,Punjab Kings v Mumbai Indians
Yuvraj Singh,2.0,0,15,0,159,Kings XI Punjab,41,2010-04-09,Punjab Kings v Mumbai Indians
Ramesh Powar,4.0,0,28,0,159,Kings XI Punjab,41,2010-04-09,Punjab Kings v Mumbai Indians
Ryan McLaren,2.0,0,13,0,159,Mumbai Indians,41,2010-04-09,Punjab Kings v Mumbai Indians
Zaheer Khan,3.2,0,36,0,159,Mumbai Indians,41,2010-04-09,Punjab Kings v Mumbai Indians
Lasith Malinga,4.0,0,36,2,159,Mumbai Indians,41,2010-04-09,Punjab Kings v Mumbai Indians
Harbhajan Singh,4.0,0,34,0,159,Mumbai Indians,41,2010-04-09,Punjab Kings v Mumbai Indians
Rajagopal Sathish,2.0,0,14,0,159,Mumbai Indians,41,2010-04-09,Punjab Kings v Mumbai Indians
Jean-Paul Duminy,3.0,0,15,1,159,Mumbai Indians,41,2010-04-09,Punjab Kings v Mumbai Indians
Kieron Pollard,1.0,0,9,1,159,Mumbai Indians,41,2010-04-09,Punjab Kings v Mumbai Indians
Ryan Harris,4.0,0,18,3,160,Deccan Chargers,42,2010-04-10,Deccan Chargers v Chennai Super Kings
R P Singh,2.0,0,18,1,160,Deccan Chargers,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Rohit Sharma,2.0,0,19,0,160,Deccan Chargers,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Harmeet Singh,4.0,0,21,1,160,Deccan Chargers,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Dwayne Smith,1.0,0,14,0,160,Deccan Chargers,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Andrew Symonds,4.0,0,23,1,160,Deccan Chargers,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Pragyan Ojha,3.0,0,20,1,160,Deccan Chargers,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Ravichandran Ashwin,4.0,0,13,2,160,Chennai Super Kings,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Doug Bollinger,3.0,0,31,0,160,Chennai Super Kings,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Shadab Jakati,4.0,0,29,1,160,Chennai Super Kings,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Thilan Thushara,4.0,0,27,0,160,Chennai Super Kings,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Suresh Raina,3.1,0,25,1,160,Chennai Super Kings,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Sudeep Tyagi,1.0,0,12,0,160,Chennai Super Kings,42,2010-04-10,Deccan Chargers v Chennai Super Kings
Praveen Kumar,3.0,0,37,0,161,Royal Challengers Bengaluru,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Dale Steyn,4.0,0,27,1,161,Royal Challengers Bengaluru,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Jacques Kallis,4.0,0,31,2,161,Royal Challengers Bengaluru,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Anil Kumble,4.0,0,17,1,161,Royal Challengers Bengaluru,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Sridharan Sriram,2.0,0,24,0,161,Royal Challengers Bengaluru,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Vinay Kumar,3.0,0,23,3,161,Royal Challengers Bengaluru,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Ashok Dinda,3.1,0,15,2,161,Kolkata Knight Riders,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Ishant Sharma,4.0,0,46,0,161,Kolkata Knight Riders,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Ajit Agarkar,3.0,0,29,0,161,Kolkata Knight Riders,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Angelo Mathews,3.0,0,25,1,161,Kolkata Knight Riders,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Ajantha Mendis,4.0,0,44,0,161,Kolkata Knight Riders,43,2010-04-10,Royal Challengers Bengaluru v Kolkata Knight Riders
Ramesh Powar,4.0,0,25,0,162,Delhi Daredevils,44,2010-04-11,Delhi Capitals v Punjab Kings
Irfan Pathan,3.4,0,24,3,162,Delhi Daredevils,44,2010-04-11,Delhi Capitals v Punjab Kings
Love Ablish,2.0,0,19,1,162,Delhi Daredevils,44,2010-04-11,Delhi Capitals v Punjab Kings
Piyush Chawla,4.0,0,16,2,162,Delhi Daredevils,44,2010-04-11,Delhi Capitals v Punjab Kings
Yuvraj Singh,4.0,0,14,1,162,Delhi Daredevils,44,2010-04-11,Delhi Capitals v Punjab Kings
Rusty Theron,2.0,0,11,1,162,Delhi Daredevils,44,2010-04-11,Delhi Capitals v Punjab Kings
Ashish Nehra,2.0,0,8,0,162,Kings XI Punjab,44,2010-04-11,Delhi Capitals v Punjab Kings
Farveez Maharoof,2.0,0,16,0,162,Kings XI Punjab,44,2010-04-11,Delhi Capitals v Punjab Kings
Amit Mishra,4.0,0,15,1,162,Kings XI Punjab,44,2010-04-11,Delhi Capitals v Punjab Kings
Rajat Bhatia,2.0,0,19,0,162,Kings XI Punjab,44,2010-04-11,Delhi Capitals v Punjab Kings
Daniel Vettori,3.4,0,27,0,162,Kings XI Punjab,44,2010-04-11,Delhi Capitals v Punjab Kings
Paul Collingwood,4.0,0,19,2,162,Kings XI Punjab,44,2010-04-11,Delhi Capitals v Punjab Kings
