Player,Runs,Balls,4s,6s,SR,Dismissal,Wicket_Taker,MatchID,Team,Match,Date,Teams
Srikkanth Anirudha,0,1,0,0,0.00,LBW,Kumar,188,Chennai Super Kings,9,2011-04-13,Punjab Kings v Chennai Super Kings
Murali Vijay,74,43,6,4,172.09,Catch Out,Chawla,188,Chennai Super Kings,9,2011-04-13,Punjab Kings v Chennai Super Kings
Suresh Raina,0,1,0,0,0.00,Catch Out,Kumar,188,Chennai Super Kings,9,2011-04-13,Punjab Kings v Chennai Super Kings
Subramaniam Badrinath,66,56,8,0,117.86,Not out,Not applicable,188,Chennai Super Kings,9,2011-04-13,Punjab Kings v Chennai Super Kings
M S Dhoni,43,20,4,2,215.00,Bowled,Harris,188,Chennai Super Kings,9,2011-04-13,Punjab Kings v Chennai Super Kings
Paul Valthaty,120,63,19,2,190.48,Not out,Not applicable,188,Kings XI Punjab,9,2011-04-13,Punjab Kings v Chennai Super Kings
Adam Gilchrist,19,15,2,0,126.67,Catch Out,Morkel,188,Kings XI Punjab,9,2011-04-13,Punjab Kings v Chennai Super Kings
Shaun Marsh,12,14,0,0,85.71,Run out,Not applicable,188,Kings XI Punjab,9,2011-04-13,Punjab Kings v Chennai Super Kings
Sunny Singh,20,11,2,1,181.82,Catch Out,Kaluhalamulla,188,Kings XI Punjab,9,2011-04-13,Punjab Kings v Chennai Super Kings
Abhishek Nayar,0,1,0,0,0.00,LBW,Southee,188,Kings XI Punjab,9,2011-04-13,Punjab Kings v Chennai Super Kings
Dinesh Karthik,21,11,2,1,190.91,Not out,Not applicable,188,Kings XI Punjab,9,2011-04-13,Punjab Kings v Chennai Super Kings
Sunny Sohal,38,37,5,1,102.70,Catch Out,Ninan,189,Royal Challengers Bengaluru,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Shikhar Dhawan,11,9,2,0,122.22,Catch Out,Khan,189,Royal Challengers Bengaluru,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Kumar Sangakkara,36,25,3,1,144.00,Catch Out,van der Wath,189,Royal Challengers Bengaluru,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Bharat Chipli,61,35,5,3,174.29,Not out,Not applicable,189,Royal Challengers Bengaluru,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Jean-Paul Duminy,22,15,2,1,146.67,Catch Out,Khan,189,Royal Challengers Bengaluru,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Dan Christian,0,1,0,0,0.00,LBW,Khan,189,Royal Challengers Bengaluru,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Mayank Agarwal,16,13,2,0,123.08,Catch Out,Gony,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Tillakaratne Dilshan,7,8,1,0,87.50,Catch Out,Sharma,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Zaheer Khan,0,3,0,0,0.00,Bowled,Steyn,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Virat Kohli,71,51,5,3,139.22,Bowled,Gony,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
AB de Villiers,0,7,0,0,0.00,Catch Out,Gony,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Saurabh Tiwary,7,10,0,0,70.00,Catch Out,Mishra,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Cheteshwar Pujara,25,15,4,0,166.67,Catch Out,Steyn,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Johannes van der Wath,0,1,0,0,0.00,Catch Out,Steyn,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Daniel Vettori,3,6,0,0,50.00,Not out,Not applicable,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Ryan Ninan,3,6,0,0,50.00,Catch Out,Christian,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Sreenath Aravind,2,3,0,0,66.67,Not out,Not applicable,189,Deccan Chargers,11,2011-04-14,Deccan Chargers v Royal Challengers Bengaluru
Amit Paunikar,9,15,2,0,60.00,Catch Out,Shaki,190,Kolkata Knight Riders,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
Rahul Dravid,35,34,4,0,102.94,Bowled,Pathan,190,Kolkata Knight Riders,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
Ashok Menaria,27,21,2,1,128.57,Caught  Bowled,Pathan,190,Kolkata Knight Riders,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
Shane Watson,22,13,0,2,169.23,Bowled,Shaki,190,Kolkata Knight Riders,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
Ross Taylor,35,25,2,2,140.00,Not out,Not applicable,190,Kolkata Knight Riders,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
Johan Botha,12,12,0,0,100.00,Not out,Not applicable,190,Kolkata Knight Riders,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
Manvinder Bisla,1,3,0,0,33.33,Run out,Not applicable,190,Rajasthan Royals,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
Jacques Kallis,80,65,7,2,123.08,Not out,Not applicable,190,Rajasthan Royals,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
Gautam Gambhir,75,44,11,1,170.45,Not out,Not applicable,190,Rajasthan Royals,12,2011-04-15,Rajasthan Royals v Kolkata Knight Riders
David Jacobs,12,21,1,0,57.14,Bowled,Gomez,191,Kochi Tuskers Kerala,13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala
Sachin Tendulkar,100,66,12,3,151.52,Not out,Not applicable,191,Kochi Tuskers Kerala,13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala
Ambati Rayudu,53,33,3,4,160.61,Run out,Not applicable,191,Kochi Tuskers Kerala,13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala
Kieron Pollard,0,0,0,0,0.00,Not out,Not applicable,191,Kochi Tuskers Kerala,13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala
Brendon McCullum,81,60,10,2,135.00,Bowled,Malinga,191,Mumbai Indians,13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala
Mahela Jayawardene,56,36,9,0,155.56,Bowled,Malinga,191,Mumbai Indians,13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala
Ravindra Jadeja,25,11,2,2,227.27,Not out,Not applicable,191,Mumbai Indians,13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala
Bradley Hodge,11,7,2,0,157.14,Not out,Not applicable,191,Mumbai Indians,13,2011-04-15,Mumbai Indians v Kochi Tuskers Kerala
Michael Hussey,83,56,11,1,148.21,Not out,Not applicable,192,Royal Challengers Bengaluru,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Murali Vijay,31,21,3,2,147.62,Catch Out,Ninan,192,Royal Challengers Bengaluru,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Suresh Raina,29,16,3,1,181.25,Catch Out,Ninan,192,Royal Challengers Bengaluru,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
M S Dhoni,22,16,1,1,137.50,Catch Out,Khan,192,Royal Challengers Bengaluru,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Albie Morkel,9,8,1,0,112.50,Catch Out,van der Wath,192,Royal Challengers Bengaluru,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Subramaniam Badrinath,5,3,1,0,166.67,Catch Out,van der Wath,192,Royal Challengers Bengaluru,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Mayank Agarwal,7,13,1,0,53.85,Catch Out,Ashwin,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Tillakaratne Dilshan,0,1,0,0,0.00,Catch Out,Morkel,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Asad Pathan,14,5,2,1,280.00,Bowled,Southee,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Virat Kohli,35,28,4,1,125.00,Catch Out,Jakati,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
AB de Villiers,65,44,5,2,147.73,Catch Out,Morkel,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Saurabh Tiwary,14,13,0,0,107.69,Catch Out,Kaluhalamulla,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Cheteshwar Pujara,2,4,0,0,50.00,Catch Out,Kaluhalamulla,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Johannes van der Wath,14,10,1,1,140.00,Not out,Not applicable,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Daniel Vettori,2,2,0,0,100.00,Not out,Not applicable,192,Chennai Super Kings,14,2011-04-16,Chennai Super Kings v Royal Challengers Bengaluru
Sunny Sohal,7,5,1,0,140.00,Catch Out,Harris,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Shikhar Dhawan,45,36,5,1,125.00,Catch Out,Valthaty,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Kumar Sangakkara,35,28,5,0,125.00,Catch Out,Chawla,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Jean-Paul Duminy,18,16,1,0,112.50,Catch Out,McLaren,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Bharat Chipli,14,12,2,0,116.67,Catch Out,Valthaty,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Dan Christian,30,14,2,2,214.29,Bowled,Valthaty,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Manpreet Gony,0,1,0,0,0.00,Catch Out,McLaren,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Dwaraka Ravi Teja,10,6,1,0,166.67,Not out,Not applicable,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Amit Mishra,0,1,0,0,0.00,LBW,Valthaty,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Dale Steyn,1,2,0,0,50.00,Not out,Not applicable,193,Kings XI Punjab,15,2011-04-16,Deccan Chargers v Punjab Kings
Adam Gilchrist,61,46,5,3,132.61,Catch Out,Mishra,193,Deccan Chargers,15,2011-04-16,Deccan Chargers v Punjab Kings
Paul Valthaty,75,47,8,5,159.57,Catch Out,Mishra,193,Deccan Chargers,15,2011-04-16,Deccan Chargers v Punjab Kings
Abhishek Nayar,13,10,2,0,130.00,Not out,Not applicable,193,Deccan Chargers,15,2011-04-16,Deccan Chargers v Punjab Kings
Dinesh Karthik,3,5,0,0,60.00,Not out,Not applicable,193,Deccan Chargers,15,2011-04-16,Deccan Chargers v Punjab Kings
Jesse Ryder,60,27,5,5,222.22,Catch Out,Nadeem,194,Delhi Daredevils,16,2011-04-17,Pune Warriors v Delhi Capitals
Graeme Smith,12,14,2,0,85.71,Catch Out,Dinda,194,Delhi Daredevils,16,2011-04-17,Pune Warriors v Delhi Capitals
Mithun Manhas,20,18,1,1,111.11,Catch Out,Hopes,194,Delhi Daredevils,16,2011-04-17,Pune Warriors v Delhi Capitals
Yuvraj Singh,66,32,4,5,206.25,Not out,Not applicable,194,Delhi Daredevils,16,2011-04-17,Pune Warriors v Delhi Capitals
Robin Uthappa,4,10,0,0,40.00,Catch Out,Nadeem,194,Delhi Daredevils,16,2011-04-17,Pune Warriors v Delhi Capitals
Mohnish Mishra,7,11,0,0,63.64,Catch Out,Dinda,194,Delhi Daredevils,16,2011-04-17,Pune Warriors v Delhi Capitals
Wayne Parnell,10,9,1,0,111.11,Not out,Not applicable,194,Delhi Daredevils,16,2011-04-17,Pune Warriors v Delhi Capitals
David Warner,46,28,6,2,164.29,Run out,Not applicable,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
Virender Sehwag,37,23,6,0,160.87,Bowled,Ryder,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
Irfan Pathan,14,16,1,0,87.50,Catch Out,Yuvraj Singh,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
Naman Ojha,11,9,0,1,122.22,Stumped Out,Yuvraj Singh,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
Matthew Wade,3,4,0,0,75.00,LBW,Sharma,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
Yalaka Venugopal Rao,31,20,1,3,155.00,Catch Out,Yuvraj Singh,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
Aaron Finch,25,12,1,2,208.33,Caught  Bowled,Yuvraj Singh,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
James Hopes,13,4,1,1,325.00,Not out,Not applicable,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
Shahbaz Nadeem,0,0,0,0,0.00,Not out,Not applicable,194,Pune Warriors,16,2011-04-17,Pune Warriors v Delhi Capitals
Shane Watson,11,13,2,0,84.62,Bowled,Balaji,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Amit Paunikar,15,15,2,0,100.00,Stumped Out,Iq,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Faiz Fazal,3,4,0,0,75.00,Run out,Not applicable,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Abhishek Raut,11,15,1,0,73.33,Run out,Not applicable,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Ashok Menaria,21,17,1,1,123.53,Catch Out,Balaji,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Ross Taylor,6,9,0,0,66.67,Stumped Out,Pathan,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Ajinkya Rahane,6,9,0,0,66.67,Bowled,Balaji,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Shane Warne,3,6,0,0,50.00,Not out,Not applicable,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Amit Singh,0,2,0,0,0.00,Bowled,Shaki,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Shaun Tait,0,1,0,0,0.00,Bowled,Shaki,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Siddharth Trivedi,0,2,0,0,0.00,Bowled,Lee,195,Rajasthan Royals,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Jacques Kallis,0,2,0,0,0.00,Catch Out,Tait,195,Kolkata Knight Riders,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Manvinder Bisla,9,22,0,0,40.91,Catch Out,Warne,195,Kolkata Knight Riders,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Gautam Gambhir,35,35,3,0,100.00,Not out,Not applicable,195,Kolkata Knight Riders,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Manoj Tiwary,30,26,4,1,115.38,Not out,Not applicable,195,Kolkata Knight Riders,17,2011-04-17,Kolkata Knight Riders v Rajasthan Royals
Michael Hussey,8,10,2,0,80.00,Catch Out,Singh,196,Chennai Super Kings,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Murali Vijay,28,18,6,0,155.56,LBW,Perera,196,Chennai Super Kings,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Suresh Raina,50,40,5,1,125.00,Run out,Not applicable,196,Chennai Super Kings,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Subramaniam Badrinath,19,17,1,0,111.76,LBW,Gomez,196,Chennai Super Kings,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
M S Dhoni,14,13,1,1,107.69,Not out,Not applicable,196,Chennai Super Kings,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Albie Morkel,9,4,0,1,225.00,Not out,Not applicable,196,Chennai Super Kings,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Brendon McCullum,47,33,4,3,142.42,Catch Out,Ashwin,196,Kochi Tuskers Kerala,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Mahela Jayawardene,16,11,2,1,145.45,Catch Out,Ashwin,196,Kochi Tuskers Kerala,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Parthiv Patel,34,26,4,1,130.77,Catch Out,Bollinger,196,Kochi Tuskers Kerala,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Bradley Hodge,19,14,2,0,135.71,Not out,Not applicable,196,Kochi Tuskers Kerala,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Ravindra Jadeja,16,6,0,2,266.67,Not out,Not applicable,196,Kochi Tuskers Kerala,18,2011-04-18,Kochi Tuskers Kerala v Chennai Super Kings
Sunny Sohal,62,41,8,1,151.22,Catch Out,Nadeem,197,Deccan Chargers,19,2011-04-19,Delhi Capitals v Deccan Chargers
Shikhar Dhawan,8,5,2,0,160.00,Bowled,Pathan,197,Deccan Chargers,19,2011-04-19,Delhi Capitals v Deccan Chargers
Kumar Sangakkara,49,35,8,1,140.00,Catch Out,Dinda,197,Deccan Chargers,19,2011-04-19,Delhi Capitals v Deccan Chargers
Cameron White,31,25,2,1,124.00,Not out,Not applicable,197,Deccan Chargers,19,2011-04-19,Delhi Capitals v Deccan Chargers
Dan Christian,8,11,0,0,72.73,Bowled,Hopes,197,Deccan Chargers,19,2011-04-19,Delhi Capitals v Deccan Chargers
Bharat Chipli,5,3,0,0,166.67,Not out,Not applicable,197,Deccan Chargers,19,2011-04-19,Delhi Capitals v Deccan Chargers
David Warner,51,48,5,1,106.25,Catch Out,Dhawan,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
Virender Sehwag,12,7,3,0,171.43,Catch Out,Harmeet Singh,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
Naman Ojha,2,4,0,0,50.00,LBW,Christian,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
Aaron Finch,0,1,0,0,0.00,Catch Out,Harmeet Singh,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
Yalaka Venugopal Rao,21,23,3,0,91.30,Catch Out,Mishra,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
Irfan Pathan,5,9,0,0,55.56,Catch Out,Ojha,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
James Hopes,17,14,0,1,121.43,Not out,Not applicable,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
Yogesh Nagar,23,11,1,2,209.09,Stumped Out,Christian,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
Morne Morkel,8,3,0,1,266.67,Not out,Not applicable,197,Delhi Daredevils,19,2011-04-19,Delhi Capitals v Deccan Chargers
Jesse Ryder,12,15,2,0,80.00,Catch Out,Ahmed,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Tim Paine,2,9,0,0,22.22,Bowled,Patel,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Mithun Manhas,0,1,0,0,0.00,Catch Out,Ahmed,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Robin Uthappa,45,37,6,1,121.62,Catch Out,Murtaza,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Yuvraj Singh,0,2,0,0,0.00,Catch Out,Patel,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Mohnish Mishra,12,10,2,0,120.00,Catch Out,Murtaza,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Murali Kartik,11,13,1,0,84.62,Catch Out,Malinga,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Wayne Parnell,9,8,1,0,112.50,Bowled,Franklin,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Rahul Sharma,13,9,1,1,144.44,Catch Out,Patel,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Shrikant Wagh,2,2,0,0,100.00,Catch Out,Malinga,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
Alfonso Thomas,0,2,0,0,0.00,Not out,Not applicable,199,Pune Warriors,21,2011-04-20,Mumbai Indians v Pune Warriors
James Franklin,6,8,1,0,75.00,Catch Out,Wagh,199,Mumbai Indians,21,2011-04-20,Mumbai Indians v Pune Warriors
Sachin Tendulkar,35,39,2,0,89.74,Catch Out,Sharma,199,Mumbai Indians,21,2011-04-20,Mumbai Indians v Pune Warriors
Ambati Rayudu,37,40,4,0,92.50,Catch Out,Thomas,199,Mumbai Indians,21,2011-04-20,Mumbai Indians v Pune Warriors
Rohit Sharma,20,18,1,1,111.11,Not out,Not applicable,199,Mumbai Indians,21,2011-04-20,Mumbai Indians v Pune Warriors
Andrew Symonds,16,15,2,0,106.67,Not out,Not applicable,199,Mumbai Indians,21,2011-04-20,Mumbai Indians v Pune Warriors
Brendon McCullum,23,19,2,1,121.05,Catch Out,Shaki,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Mahela Jayawardene,25,27,5,0,92.59,LBW,Pathan,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Parthiv Patel,9,11,1,0,81.82,LBW,Pathan,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Bradley Hodge,2,8,0,0,25.00,Bowled,Pathan,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Ravindra Jadeja,29,18,1,3,161.11,Catch Out,Lee,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Kedar Jadhav,12,11,1,0,109.09,Bowled,Shaki,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Raiphi Gomez,10,10,0,1,100.00,Not out,Not applicable,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Vinay Kumar,11,10,1,0,110.00,Bowled,Shaki,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Ramesh Powar,3,6,0,0,50.00,Not out,Not applicable,200,Kochi Tuskers Kerala,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Manvinder Bisla,16,14,2,0,114.29,Bowled,Jadeja,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Jacques Kallis,6,9,0,0,66.67,Catch Out,Vinay Kumar,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Gautam Gambhir,3,5,0,0,60.00,Bowled,Singh,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Manoj Tiwary,46,51,2,2,90.20,Stumped Out,Jadeja,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Eoin Morgan,10,12,1,0,83.33,Run out,Not applicable,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Shakib Al Hasan,2,5,0,0,40.00,Bowled,Singh,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Yusuf Pathan,8,3,0,1,266.67,Catch Out,Powar,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Rajat Bhatia,10,8,1,0,125.00,Run out,Not applicable,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Brett Lee,1,3,0,0,33.33,Catch Out,Muralitharan,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Iqbal Abdulla,12,9,1,0,133.33,Not out,Not applicable,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Lakshmipathy Balaji,1,1,0,0,100.00,Not out,Not applicable,200,Kolkata Knight Riders,22,2011-04-20,Kolkata Knight Riders v Kochi Tuskers Kerala
Adam Gilchrist,28,16,4,1,175.00,Catch Out,Watson,201,Rajasthan Royals,23,2011-04-21,Punjab Kings v Rajasthan Royals
Paul Valthaty,46,31,4,3,148.39,Catch Out,Warne,201,Rajasthan Royals,23,2011-04-21,Punjab Kings v Rajasthan Royals
Shaun Marsh,71,42,6,3,169.05,Caught  Bowled,Watson,201,Rajasthan Royals,23,2011-04-21,Punjab Kings v Rajasthan Royals
Dinesh Karthik,21,16,3,0,131.25,Catch Out,Tait,201,Rajasthan Royals,23,2011-04-21,Punjab Kings v Rajasthan Royals
Abhishek Nayar,1,3,0,0,33.33,Run out,Not applicable,201,Rajasthan Royals,23,2011-04-21,Punjab Kings v Rajasthan Royals
Ryan McLaren,2,7,0,0,28.57,Catch Out,Tait,201,Rajasthan Royals,23,2011-04-21,Punjab Kings v Rajasthan Royals
Sunny Singh,5,5,1,0,100.00,Not out,Not applicable,201,Rajasthan Royals,23,2011-04-21,Punjab Kings v Rajasthan Royals
Piyush Chawla,4,3,1,0,133.33,Bowled,Tait,201,Rajasthan Royals,23,2011-04-21,Punjab Kings v Rajasthan Royals
Swapnil Asnodkar,9,9,1,0,100.00,Bowled,Kumar,201,Kings XI Punjab,23,2011-04-21,Punjab Kings v Rajasthan Royals
Rahul Dravid,8,7,2,0,114.29,Bowled,Harris,201,Kings XI Punjab,23,2011-04-21,Punjab Kings v Rajasthan Royals
