ID,Match,Date,Teams,Ground,Result,Scorecard,Season,Winner,Margin,Day_of_Week,Month,Year,Team1,Team2
380,52,2013-05-07,Rajasthan Royals v Delhi Capitals,Jaipur,Rajasthan Royals won by 9 Wickets,MatchScorecard.asp?MatchCode=0380,2013.0,Rajasthan Royals,9 Wickets,Tuesday,May,2013,Rajasthan Royals,Delhi Capitals
381,53,2013-05-07,Mumbai Indians v Kolkata Knight Riders,Mumbai,Mumbai Indians won by 65 Runs,MatchScorecard.asp?MatchCode=0381,2013.0,Mumbai Indians,65 Runs,Tuesday,May,2013,Mumbai Indians,Kolkata Knight Riders
382,54,2013-05-08,Sunrisers Hyderabad v Chennai Super Kings,Hyderabad,Chennai Super Kings won by 77 Runs,MatchScorecard.asp?MatchCode=0382,2013.0,Chennai Super Kings,77 Runs,Wednesday,May,2013,Sunrisers Hyderabad,Chennai Super Kings
383,55,2013-05-09,Punjab Kings v Rajasthan Royals,"Mohali, Chandigarh",Rajasthan Royals won by 8 Wickets,MatchScorecard.asp?MatchCode=0383,2013.0,Rajasthan Royals,8 Wickets,Thursday,May,2013,Punjab Kings,Rajasthan Royals
384,56,2013-05-09,Pune Warriors v Kolkata Knight Riders,Pune,Kolkata Knight Riders won by 46 Runs,MatchScorecard.asp?MatchCode=0384,2013.0,Kolkata Knight Riders,46 Runs,Thursday,May,2013,Pune Warriors,Kolkata Knight Riders
385,57,2013-05-10,Royal Challengers Bengaluru v Delhi Capitals,Delhi,Royal Challengers Bengaluru won by 4 Runs,MatchScorecard.asp?MatchCode=0385,2013.0,Royal Challengers Bengaluru,4 Runs,Friday,May,2013,Royal Challengers Bengaluru,Delhi Capitals
386,58,2013-05-11,Pune Warriors v Mumbai Indians,Pune,Mumbai Indians won by 5 Wickets,MatchScorecard.asp?MatchCode=0386,2013.0,Mumbai Indians,5 Wickets,Saturday,May,2013,Pune Warriors,Mumbai Indians
387,59,2013-05-11,Punjab Kings v Sunrisers Hyderabad,"Mohali, Chandigarh",Sunrisers Hyderabad won by 30 Runs,MatchScorecard.asp?MatchCode=0387,2013.0,Sunrisers Hyderabad,30 Runs,Saturday,May,2013,Punjab Kings,Sunrisers Hyderabad
388,60,2013-05-12,Kolkata Knight Riders v Royal Challengers Bengaluru,Ranchi,Kolkata Knight Riders won by 5 Wickets,MatchScorecard.asp?MatchCode=0388,2013.0,Kolkata Knight Riders,5 Wickets,Sunday,May,2013,Kolkata Knight Riders,Royal Challengers Bengaluru
389,61,2013-05-12,Rajasthan Royals v Chennai Super Kings,Jaipur,Rajasthan Royals won by 5 Wickets,MatchScorecard.asp?MatchCode=0389,2013.0,Rajasthan Royals,5 Wickets,Sunday,May,2013,Rajasthan Royals,Chennai Super Kings
390,62,2013-05-13,Mumbai Indians v Sunrisers Hyderabad,Mumbai,Mumbai Indians won by 7 Wickets,MatchScorecard.asp?MatchCode=0390,2013.0,Mumbai Indians,7 Wickets,Monday,May,2013,Mumbai Indians,Sunrisers Hyderabad
391,63,2013-05-14,Royal Challengers Bengaluru v Punjab Kings,"Bengaluru, Bangalore",Punjab Kings won by 7 Wickets,MatchScorecard.asp?MatchCode=0391,2013.0,Punjab Kings,7 Wickets,Tuesday,May,2013,Royal Challengers Bengaluru,Punjab Kings
392,64,2013-05-14,Chennai Super Kings v Delhi Capitals,Chennai,Chennai Super Kings won by 33 Runs,MatchScorecard.asp?MatchCode=0392,2013.0,Chennai Super Kings,33 Runs,Tuesday,May,2013,Chennai Super Kings,Delhi Capitals
393,65,2013-05-15,Kolkata Knight Riders v Pune Warriors,Ranchi,Pune Warriors won by 7 Runs,MatchScorecard.asp?MatchCode=0393,2013.0,Pune Warriors,7 Runs,Wednesday,May,2013,Kolkata Knight Riders,Pune Warriors
394,66,2013-05-15,Mumbai Indians v Rajasthan Royals,Mumbai,Mumbai Indians won by 14 Runs,MatchScorecard.asp?MatchCode=0394,2013.0,Mumbai Indians,14 Runs,Wednesday,May,2013,Mumbai Indians,Rajasthan Royals
395,67,2013-05-16,Punjab Kings v Delhi Capitals,Dharamsala,Punjab Kings won by 7 Runs,MatchScorecard.asp?MatchCode=0395,2013.0,Punjab Kings,7 Runs,Thursday,May,2013,Punjab Kings,Delhi Capitals
396,68,2013-05-17,Sunrisers Hyderabad v Rajasthan Royals,Hyderabad,Sunrisers Hyderabad won by 23 Runs,MatchScorecard.asp?MatchCode=0396,2013.0,Sunrisers Hyderabad,23 Runs,Friday,May,2013,Sunrisers Hyderabad,Rajasthan Royals
397,69,2013-05-18,Punjab Kings v Mumbai Indians,Dharamsala,Punjab Kings won by 50 Runs,MatchScorecard.asp?MatchCode=0397,2013.0,Punjab Kings,50 Runs,Saturday,May,2013,Punjab Kings,Mumbai Indians
398,70,2013-05-18,Royal Challengers Bengaluru v Chennai Super Kings,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 24 Runs,MatchScorecard.asp?MatchCode=0398,2013.0,Royal Challengers Bengaluru,24 Runs,Saturday,May,2013,Royal Challengers Bengaluru,Chennai Super Kings
399,71,2013-05-19,Pune Warriors v Delhi Capitals,Pune,Pune Warriors won by 38 Runs,MatchScorecard.asp?MatchCode=0399,2013.0,Pune Warriors,38 Runs,Sunday,May,2013,Pune Warriors,Delhi Capitals
400,72,2013-05-19,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Sunrisers Hyderabad won by 5 Wickets,MatchScorecard.asp?MatchCode=0400,2013.0,Sunrisers Hyderabad,5 Wickets,Sunday,May,2013,Sunrisers Hyderabad,Kolkata Knight Riders
401,1st Qualifying Final,2013-05-21,Chennai Super Kings v Mumbai Indians,Delhi,Chennai Super Kings won by 48 Runs,MatchScorecard.asp?MatchCode=0401,2013.0,Chennai Super Kings,48 Runs,Tuesday,May,2013,Chennai Super Kings,Mumbai Indians
402,Elimination Final,2013-05-22,Rajasthan Royals v Sunrisers Hyderabad,Delhi,Rajasthan Royals won by 4 Wickets,MatchScorecard.asp?MatchCode=0402,2013.0,Rajasthan Royals,4 Wickets,Wednesday,May,2013,Rajasthan Royals,Sunrisers Hyderabad
403,2nd Qualifying Final,2013-05-24,Mumbai Indians v Rajasthan Royals,Kolkata,Mumbai Indians won by 4 Wickets,MatchScorecard.asp?MatchCode=0403,2013.0,Mumbai Indians,4 Wickets,Friday,May,2013,Mumbai Indians,Rajasthan Royals
404,Final,2013-05-26,Chennai Super Kings v Mumbai Indians,Kolkata,Mumbai Indians won by 23 Runs,MatchScorecard.asp?MatchCode=0404,2013.0,Mumbai Indians,23 Runs,Sunday,May,2013,Chennai Super Kings,Mumbai Indians
405,1,2014-04-16,Kolkata Knight Riders v Mumbai Indians,Abu Dhabi,Kolkata Knight Riders won by 41 Runs,MatchScorecard.asp?MatchCode=0405,2014.0,Kolkata Knight Riders,41 Runs,Wednesday,April,2014,Kolkata Knight Riders,Mumbai Indians
406,2,2014-04-17,Royal Challengers Bengaluru v Delhi Capitals,Sharjah,Royal Challengers Bengaluru won by 8 Wickets,MatchScorecard.asp?MatchCode=0406,2014.0,Royal Challengers Bengaluru,8 Wickets,Thursday,April,2014,Royal Challengers Bengaluru,Delhi Capitals
407,3,2014-04-18,Chennai Super Kings v Punjab Kings,Abu Dhabi,Punjab Kings won by 6 Wickets,MatchScorecard.asp?MatchCode=0407,2014.0,Punjab Kings,6 Wickets,Friday,April,2014,Chennai Super Kings,Punjab Kings
408,4,2014-04-18,Sunrisers Hyderabad v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by 4 Wickets,MatchScorecard.asp?MatchCode=0408,2014.0,Rajasthan Royals,4 Wickets,Friday,April,2014,Sunrisers Hyderabad,Rajasthan Royals
409,5,2014-04-19,Mumbai Indians v Royal Challengers Bengaluru,Dubai,Royal Challengers Bengaluru won by 7 Wickets,MatchScorecard.asp?MatchCode=0409,2014.0,Royal Challengers Bengaluru,7 Wickets,Saturday,April,2014,Mumbai Indians,Royal Challengers Bengaluru
410,6,2014-04-19,Kolkata Knight Riders v Delhi Capitals,Dubai,Delhi Capitals won by 4 Wickets,MatchScorecard.asp?MatchCode=0410,2014.0,Delhi Capitals,4 Wickets,Saturday,April,2014,Kolkata Knight Riders,Delhi Capitals
411,7,2014-04-20,Rajasthan Royals v Punjab Kings,Sharjah,Punjab Kings won by 7 Wickets,MatchScorecard.asp?MatchCode=0411,2014.0,Punjab Kings,7 Wickets,Sunday,April,2014,Rajasthan Royals,Punjab Kings
412,8,2014-04-21,Chennai Super Kings v Delhi Capitals,Abu Dhabi,Chennai Super Kings won by 93 Runs,MatchScorecard.asp?MatchCode=0412,2014.0,Chennai Super Kings,93 Runs,Monday,April,2014,Chennai Super Kings,Delhi Capitals
413,9,2014-04-22,Punjab Kings v Sunrisers Hyderabad,Sharjah,Punjab Kings won by 72 Runs,MatchScorecard.asp?MatchCode=0413,2014.0,Punjab Kings,72 Runs,Tuesday,April,2014,Punjab Kings,Sunrisers Hyderabad
414,10,2014-04-23,Chennai Super Kings v Rajasthan Royals,Dubai,Chennai Super Kings won by 7 Runs,MatchScorecard.asp?MatchCode=0414,2014.0,Chennai Super Kings,7 Runs,Wednesday,April,2014,Chennai Super Kings,Rajasthan Royals
415,11,2014-04-24,Royal Challengers Bengaluru v Kolkata Knight Riders,Sharjah,Kolkata Knight Riders won by 2 Runs,MatchScorecard.asp?MatchCode=0415,2014.0,Kolkata Knight Riders,2 Runs,Thursday,April,2014,Royal Challengers Bengaluru,Kolkata Knight Riders
416,12,2014-04-25,Sunrisers Hyderabad v Delhi Capitals,Dubai,Sunrisers Hyderabad won by 4 Runs,MatchScorecard.asp?MatchCode=0416,2014.0,Sunrisers Hyderabad,4 Runs,Friday,April,2014,Sunrisers Hyderabad,Delhi Capitals
417,13,2014-04-25,Chennai Super Kings v Mumbai Indians,Dubai,Chennai Super Kings won by 7 Wickets,MatchScorecard.asp?MatchCode=0417,2014.0,Chennai Super Kings,7 Wickets,Friday,April,2014,Chennai Super Kings,Mumbai Indians
418,14,2014-04-26,Royal Challengers Bengaluru v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by 6 Wickets,MatchScorecard.asp?MatchCode=0418,2014.0,Rajasthan Royals,6 Wickets,Saturday,April,2014,Royal Challengers Bengaluru,Rajasthan Royals
419,15,2014-04-26,Kolkata Knight Riders v Punjab Kings,Abu Dhabi,Punjab Kings won by 23 Runs,MatchScorecard.asp?MatchCode=0419,2014.0,Punjab Kings,23 Runs,Saturday,April,2014,Kolkata Knight Riders,Punjab Kings
420,16,2014-04-27,Delhi Capitals v Mumbai Indians,Sharjah,Delhi Capitals won by 6 Wickets,MatchScorecard.asp?MatchCode=0420,2014.0,Delhi Capitals,6 Wickets,Sunday,April,2014,Delhi Capitals,Mumbai Indians
421,17,2014-04-27,Sunrisers Hyderabad v Chennai Super Kings,Sharjah,Chennai Super Kings won by 5 Wickets,MatchScorecard.asp?MatchCode=0421,2014.0,Chennai Super Kings,5 Wickets,Sunday,April,2014,Sunrisers Hyderabad,Chennai Super Kings
422,18,2014-04-28,Punjab Kings v Royal Challengers Bengaluru,Dubai,Punjab Kings won by 5 Wickets,MatchScorecard.asp?MatchCode=0422,2014.0,Punjab Kings,5 Wickets,Monday,April,2014,Punjab Kings,Royal Challengers Bengaluru
423,19,2014-04-29,Kolkata Knight Riders v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by Boundary Count,MatchScorecard.asp?MatchCode=0423,2014.0,Rajasthan Royals,Boundary Count,Tuesday,April,2014,Kolkata Knight Riders,Rajasthan Royals
424,20,2014-04-30,Mumbai Indians v Sunrisers Hyderabad,Dubai,Sunrisers Hyderabad won by 15 Runs,MatchScorecard.asp?MatchCode=0424,2014.0,Sunrisers Hyderabad,15 Runs,Wednesday,April,2014,Mumbai Indians,Sunrisers Hyderabad
425,21,2014-05-02,Chennai Super Kings v Kolkata Knight Riders,Ranchi,Chennai Super Kings won by 34 Runs,MatchScorecard.asp?MatchCode=0425,2014.0,Chennai Super Kings,34 Runs,Friday,May,2014,Chennai Super Kings,Kolkata Knight Riders
426,22,2014-05-03,Mumbai Indians v Punjab Kings,Mumbai,Mumbai Indians won by 5 Wickets,MatchScorecard.asp?MatchCode=0426,2014.0,Mumbai Indians,5 Wickets,Saturday,May,2014,Mumbai Indians,Punjab Kings
427,23,2014-05-03,Delhi Capitals v Rajasthan Royals,Delhi,Rajasthan Royals won by 7 Wickets,MatchScorecard.asp?MatchCode=0427,2014.0,Rajasthan Royals,7 Wickets,Saturday,May,2014,Delhi Capitals,Rajasthan Royals
428,24,2014-05-04,Royal Challengers Bengaluru v Sunrisers Hyderabad,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 4 Wickets,MatchScorecard.asp?MatchCode=0428,2014.0,Royal Challengers Bengaluru,4 Wickets,Sunday,May,2014,Royal Challengers Bengaluru,Sunrisers Hyderabad
429,25,2014-05-05,Rajasthan Royals v Kolkata Knight Riders,Ahmedabad,Rajasthan Royals won by 10 Runs,MatchScorecard.asp?MatchCode=0429,2014.0,Rajasthan Royals,10 Runs,Monday,May,2014,Rajasthan Royals,Kolkata Knight Riders
430,26,2014-05-05,Delhi Capitals v Chennai Super Kings,Delhi,Chennai Super Kings won by 8 Wickets,MatchScorecard.asp?MatchCode=0430,2014.0,Chennai Super Kings,8 Wickets,Monday,May,2014,Delhi Capitals,Chennai Super Kings
431,27,2014-05-06,Mumbai Indians v Royal Challengers Bengaluru,Mumbai,Mumbai Indians won by 19 Runs,MatchScorecard.asp?MatchCode=0431,2014.0,Mumbai Indians,19 Runs,Tuesday,May,2014,Mumbai Indians,Royal Challengers Bengaluru
432,28,2014-05-07,Delhi Capitals v Kolkata Knight Riders,Delhi,Kolkata Knight Riders won by 8 Wickets,MatchScorecard.asp?MatchCode=0432,2014.0,Kolkata Knight Riders,8 Wickets,Wednesday,May,2014,Delhi Capitals,Kolkata Knight Riders
433,29,2014-05-07,Punjab Kings v Chennai Super Kings,Cuttack,Punjab Kings won by 44 Runs,MatchScorecard.asp?MatchCode=0433,2014.0,Punjab Kings,44 Runs,Wednesday,May,2014,Punjab Kings,Chennai Super Kings
434,30,2014-05-08,Sunrisers Hyderabad v Rajasthan Royals,Ahmedabad,Sunrisers Hyderabad won by 32 Runs,MatchScorecard.asp?MatchCode=0434,2014.0,Sunrisers Hyderabad,32 Runs,Thursday,May,2014,Sunrisers Hyderabad,Rajasthan Royals
435,31,2014-05-09,Royal Challengers Bengaluru v Punjab Kings,"Bengaluru, Bangalore",Punjab Kings won by 32 Runs,MatchScorecard.asp?MatchCode=0435,2014.0,Punjab Kings,32 Runs,Friday,May,2014,Royal Challengers Bengaluru,Punjab Kings
436,32,2014-05-10,Delhi Capitals v Sunrisers Hyderabad,Delhi,Sunrisers Hyderabad won by 8 Wickets [D/L],MatchScorecard.asp?MatchCode=0436,2014.0,Sunrisers Hyderabad,8 Wickets [D/L],Saturday,May,2014,Delhi Capitals,Sunrisers Hyderabad
437,33,2014-05-10,Mumbai Indians v Chennai Super Kings,Mumbai,Chennai Super Kings won by 4 Wickets,MatchScorecard.asp?MatchCode=0437,2014.0,Chennai Super Kings,4 Wickets,Saturday,May,2014,Mumbai Indians,Chennai Super Kings
438,34,2014-05-11,Kolkata Knight Riders v Punjab Kings,Cuttack,Kolkata Knight Riders won by 9 Wickets,MatchScorecard.asp?MatchCode=0438,2014.0,Kolkata Knight Riders,9 Wickets,Sunday,May,2014,Kolkata Knight Riders,Punjab Kings
439,35,2014-05-11,Royal Challengers Bengaluru v Rajasthan Royals,"Bengaluru, Bangalore",Rajasthan Royals won by 5 Wickets,MatchScorecard.asp?MatchCode=0439,2014.0,Rajasthan Royals,5 Wickets,Sunday,May,2014,Royal Challengers Bengaluru,Rajasthan Royals
440,36,2014-05-12,Sunrisers Hyderabad v Mumbai Indians,Hyderabad,Mumbai Indians won by 7 Wickets,MatchScorecard.asp?MatchCode=0440,2014.0,Mumbai Indians,7 Wickets,Monday,May,2014,Sunrisers Hyderabad,Mumbai Indians
441,37,2014-05-13,Chennai Super Kings v Rajasthan Royals,Ranchi,Chennai Super Kings won by 5 Wickets,MatchScorecard.asp?MatchCode=0441,2014.0,Chennai Super Kings,5 Wickets,Tuesday,May,2014,Chennai Super Kings,Rajasthan Royals
442,38,2014-05-13,Royal Challengers Bengaluru v Delhi Capitals,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 16 Runs,MatchScorecard.asp?MatchCode=0442,2014.0,Royal Challengers Bengaluru,16 Runs,Tuesday,May,2014,Royal Challengers Bengaluru,Delhi Capitals
443,39,2014-05-14,Sunrisers Hyderabad v Punjab Kings,Hyderabad,Punjab Kings won by 6 Wickets,MatchScorecard.asp?MatchCode=0443,2014.0,Punjab Kings,6 Wickets,Wednesday,May,2014,Sunrisers Hyderabad,Punjab Kings
444,40,2014-05-14,Kolkata Knight Riders v Mumbai Indians,Cuttack,Kolkata Knight Riders won by 6 Wickets,MatchScorecard.asp?MatchCode=0444,2014.0,Kolkata Knight Riders,6 Wickets,Wednesday,May,2014,Kolkata Knight Riders,Mumbai Indians
445,41,2014-05-15,Rajasthan Royals v Delhi Capitals,Ahmedabad,Rajasthan Royals won by 62 Runs,MatchScorecard.asp?MatchCode=0445,2014.0,Rajasthan Royals,62 Runs,Thursday,May,2014,Rajasthan Royals,Delhi Capitals
446,42,2014-05-18,Chennai Super Kings v Royal Challengers Bengaluru,Ranchi,Royal Challengers Bengaluru won by 5 Wickets,MatchScorecard.asp?MatchCode=0446,2014.0,Royal Challengers Bengaluru,5 Wickets,Sunday,May,2014,Chennai Super Kings,Royal Challengers Bengaluru
447,43,2014-05-18,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Kolkata Knight Riders won by 7 Wickets,MatchScorecard.asp?MatchCode=0447,2014.0,Kolkata Knight Riders,7 Wickets,Sunday,May,2014,Sunrisers Hyderabad,Kolkata Knight Riders
448,44,2014-05-19,Rajasthan Royals v Mumbai Indians,Ahmedabad,Mumbai Indians won by 25 Runs,MatchScorecard.asp?MatchCode=0448,2014.0,Mumbai Indians,25 Runs,Monday,May,2014,Rajasthan Royals,Mumbai Indians
449,45,2014-05-19,Delhi Capitals v Punjab Kings,Delhi,Punjab Kings won by 4 Wickets,MatchScorecard.asp?MatchCode=0449,2014.0,Punjab Kings,4 Wickets,Monday,May,2014,Delhi Capitals,Punjab Kings
450,46,2014-05-20,Sunrisers Hyderabad v Royal Challengers Bengaluru,Hyderabad,Sunrisers Hyderabad won by 7 Wickets,MatchScorecard.asp?MatchCode=0450,2014.0,Sunrisers Hyderabad,7 Wickets,Tuesday,May,2014,Sunrisers Hyderabad,Royal Challengers Bengaluru
451,47,2014-05-20,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Kolkata Knight Riders won by 8 Wickets,MatchScorecard.asp?MatchCode=0451,2014.0,Kolkata Knight Riders,8 Wickets,Tuesday,May,2014,Kolkata Knight Riders,Chennai Super Kings
452,48,2014-05-21,Punjab Kings v Mumbai Indians,"Mohali, Chandigarh",Mumbai Indians won by 7 Wickets,MatchScorecard.asp?MatchCode=0452,2014.0,Mumbai Indians,7 Wickets,Wednesday,May,2014,Punjab Kings,Mumbai Indians
453,49,2014-05-22,Kolkata Knight Riders v Royal Challengers Bengaluru,Kolkata,Kolkata Knight Riders won by 30 Runs,MatchScorecard.asp?MatchCode=0453,2014.0,Kolkata Knight Riders,30 Runs,Thursday,May,2014,Kolkata Knight Riders,Royal Challengers Bengaluru
454,50,2014-05-22,Chennai Super Kings v Sunrisers Hyderabad,Ranchi,Sunrisers Hyderabad won by 6 Wickets,MatchScorecard.asp?MatchCode=0454,2014.0,Sunrisers Hyderabad,6 Wickets,Thursday,May,2014,Chennai Super Kings,Sunrisers Hyderabad
455,51,2014-05-23,Mumbai Indians v Delhi Capitals,Mumbai,Mumbai Indians won by 15 Runs,MatchScorecard.asp?MatchCode=0455,2014.0,Mumbai Indians,15 Runs,Friday,May,2014,Mumbai Indians,Delhi Capitals
456,52,2014-05-23,Punjab Kings v Rajasthan Royals,"Mohali, Chandigarh",Punjab Kings won by 16 Runs,MatchScorecard.asp?MatchCode=0456,2014.0,Punjab Kings,16 Runs,Friday,May,2014,Punjab Kings,Rajasthan Royals
457,53,2014-05-24,Royal Challengers Bengaluru v Chennai Super Kings,"Bengaluru, Bangalore",Chennai Super Kings won by 8 Wickets,MatchScorecard.asp?MatchCode=0457,2014.0,Chennai Super Kings,8 Wickets,Saturday,May,2014,Royal Challengers Bengaluru,Chennai Super Kings
458,54,2014-05-24,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Kolkata Knight Riders won by 4 Wickets,MatchScorecard.asp?MatchCode=0458,2014.0,Kolkata Knight Riders,4 Wickets,Saturday,May,2014,Kolkata Knight Riders,Sunrisers Hyderabad
459,55,2014-05-25,Punjab Kings v Delhi Capitals,"Mohali, Chandigarh",Punjab Kings won by 7 Wickets,MatchScorecard.asp?MatchCode=0459,2014.0,Punjab Kings,7 Wickets,Sunday,May,2014,Punjab Kings,Delhi Capitals
460,56,2014-05-25,Mumbai Indians v Rajasthan Royals,Mumbai,Mumbai Indians won by 5 Wickets,MatchScorecard.asp?MatchCode=0460,2014.0,Mumbai Indians,5 Wickets,Sunday,May,2014,Mumbai Indians,Rajasthan Royals
461,Elimination Final,2014-05-28,Mumbai Indians v Chennai Super Kings,Mumbai,Chennai Super Kings won by 7 Wickets,MatchScorecard.asp?MatchCode=0461,2014.0,Chennai Super Kings,7 Wickets,Wednesday,May,2014,Mumbai Indians,Chennai Super Kings
462,1st Qualifying Final,2014-05-28,Kolkata Knight Riders v Punjab Kings,Kolkata,Kolkata Knight Riders won by 28 Runs,MatchScorecard.asp?MatchCode=0462,2014.0,Kolkata Knight Riders,28 Runs,Wednesday,May,2014,Kolkata Knight Riders,Punjab Kings
463,2nd Qualifying Final,2014-05-30,Chennai Super Kings v Punjab Kings,Mumbai,Punjab Kings won by 24 Runs,MatchScorecard.asp?MatchCode=0463,2014.0,Punjab Kings,24 Runs,Friday,May,2014,Chennai Super Kings,Punjab Kings
464,Final,2014-06-01,Kolkata Knight Riders v Punjab Kings,"Bengaluru, Bangalore",Kolkata Knight Riders won by 3 Wickets,MatchScorecard.asp?MatchCode=0464,2014.0,Kolkata Knight Riders,3 Wickets,Sunday,June,2014,Kolkata Knight Riders,Punjab Kings
465,1,2015-04-08,Kolkata Knight Riders v Mumbai Indians,Kolkata,Kolkata Knight Riders won by 3 Wickets,MatchScorecard.asp?MatchCode=0465,2015.0,Kolkata Knight Riders,3 Wickets,Wednesday,April,2015,Kolkata Knight Riders,Mumbai Indians
466,2,2015-04-09,Chennai Super Kings v Delhi Capitals,Chennai,Chennai Super Kings won by 1 Run,MatchScorecard.asp?MatchCode=0466,2015.0,Chennai Super Kings,1 Run,Thursday,April,2015,Chennai Super Kings,Delhi Capitals
467,3,2015-04-10,Punjab Kings v Rajasthan Royals,Pune,Rajasthan Royals won by 26 Runs,MatchScorecard.asp?MatchCode=0467,2015.0,Rajasthan Royals,26 Runs,Friday,April,2015,Punjab Kings,Rajasthan Royals
468,4,2015-04-11,Chennai Super Kings v Sunrisers Hyderabad,Chennai,Chennai Super Kings won by 45 Runs,MatchScorecard.asp?MatchCode=0468,2015.0,Chennai Super Kings,45 Runs,Saturday,April,2015,Chennai Super Kings,Sunrisers Hyderabad
469,5,2015-04-11,Kolkata Knight Riders v Royal Challengers Bengaluru,Kolkata,Royal Challengers Bengaluru won by 3 Wickets,MatchScorecard.asp?MatchCode=0469,2015.0,Royal Challengers Bengaluru,3 Wickets,Saturday,April,2015,Kolkata Knight Riders,Royal Challengers Bengaluru
470,6,2015-04-12,Delhi Capitals v Rajasthan Royals,Delhi,Rajasthan Royals won by 3 Wickets,MatchScorecard.asp?MatchCode=0470,2015.0,Rajasthan Royals,3 Wickets,Sunday,April,2015,Delhi Capitals,Rajasthan Royals
471,7,2015-04-12,Mumbai Indians v Punjab Kings,Mumbai,Punjab Kings won by 18 Runs,MatchScorecard.asp?MatchCode=0471,2015.0,Punjab Kings,18 Runs,Sunday,April,2015,Mumbai Indians,Punjab Kings
472,8,2015-04-13,Royal Challengers Bengaluru v Sunrisers Hyderabad,"Bengaluru, Bangalore",Sunrisers Hyderabad won by 8 Wickets,MatchScorecard.asp?MatchCode=0472,2015.0,Sunrisers Hyderabad,8 Wickets,Monday,April,2015,Royal Challengers Bengaluru,Sunrisers Hyderabad
473,9,2015-04-14,Rajasthan Royals v Mumbai Indians,Ahmedabad,Rajasthan Royals won by 7 Wickets,MatchScorecard.asp?MatchCode=0473,2015.0,Rajasthan Royals,7 Wickets,Tuesday,April,2015,Rajasthan Royals,Mumbai Indians
